Asset	DateMin	DateMax	TotalDays	DateDiffDays
OW20D222100	2022-01-24	2022-04-14	35	80
OW20D222175	2022-03-28	2022-04-13	9	16
OW20D222200	2022-01-25	2022-04-14	37	79
OW20D222275	2022-03-23	2022-04-05	9	13
OW20D222300	2022-02-01	2022-04-13	35	71
OW20D222375	2022-04-04	2022-04-04	1	0
OW20D222400	2022-02-07	2022-04-05	15	57
OW20D222500	2022-01-28	2022-04-01	3	63
OW20D222650	2022-02-18	2022-02-18	1	0
OW20D231650	2023-03-16	2023-04-12	12	27
OW20D231725	2023-03-20	2023-04-20	13	31
OW20D231750	2023-02-21	2023-04-19	27	57
OW20D231800	2023-02-21	2023-04-21	31	59
OW20D231875	2023-03-27	2023-04-21	11	25
OW20D231900	2023-01-31	2023-04-21	30	80
OW20D232000	2023-02-13	2023-04-18	24	64
OW20D232100	2023-01-23	2023-03-20	11	56
OW20D232200	2023-01-24	2023-03-14	2	49
OW20D232250	2023-02-02	2023-02-09	2	7
OW20D232300	2023-01-23	2023-04-13	8	80
OW20D242225	2024-03-19	2024-04-03	4	15
OW20D242250	2024-02-22	2024-03-14	3	21
OW20D242325	2024-03-18	2024-04-03	5	16
OW20D242350	2024-02-09	2024-04-19	32	70
OW20D242425	2024-03-18	2024-04-19	23	32
OW20D242450	2024-01-24	2024-04-19	38	86
OW20D242525	2024-03-18	2024-04-19	19	32
OW20D242550	2024-02-01	2024-04-19	41	78
OW20D242625	2024-04-08	2024-04-08	1	0
OW20D242650	2024-02-16	2024-03-25	7	38
OW20D242750	2024-02-06	2024-03-12	8	35
OW20E221325	2022-05-12	2022-05-18	2	6
OW20E221450	2022-04-20	2022-05-06	2	16
OW20E221650	2022-05-09	2022-05-18	2	9
OW20E221725	2022-05-06	2022-05-19	4	13
OW20E221750	2022-05-06	2022-05-20	11	14
OW20E221800	2022-04-27	2022-05-20	15	23
OW20E221850	2022-04-29	2022-05-20	15	21
OW20E221875	2022-04-27	2022-05-20	15	23
OW20E221900	2022-03-04	2022-05-20	23	77
OW20E221925	2022-04-20	2022-05-17	9	27
OW20E221975	2022-04-25	2022-05-13	11	18
OW20E222000	2022-02-24	2022-05-20	25	85
OW20E222075	2022-04-19	2022-04-27	6	8
OW20E222100	2022-02-21	2022-05-19	33	87
OW20E222175	2022-04-19	2022-04-25	5	6
OW20E222200	2022-02-21	2022-05-18	29	86
OW20E222275	2022-04-20	2022-04-29	2	9
OW20E222300	2022-02-22	2022-05-11	25	78
OW20E222400	2022-02-21	2022-04-25	22	63
OW20E222500	2022-03-11	2022-04-04	6	24
OW20E231550	2023-03-20	2023-05-19	2	60
OW20E231650	2023-03-16	2023-03-20	2	4
OW20E231750	2023-03-27	2023-05-15	4	49
OW20E231800	2023-03-15	2023-04-27	21	43
OW20E231875	2023-04-24	2023-05-18	10	24
OW20E231900	2023-03-09	2023-05-19	40	71
OW20E231975	2023-04-24	2023-05-19	18	25
OW20E232000	2023-02-22	2023-05-19	34	86
OW20E232100	2023-02-20	2023-05-17	7	86
OW20E242225	2024-04-22	2024-04-22	1	0
OW20E242325	2024-04-22	2024-04-22	1	0
OW20E242350	2024-03-15	2024-05-07	9	53
OW20E242425	2024-04-22	2024-05-02	4	10
OW20E242450	2024-03-12	2024-05-17	32	66
OW20E242475	2024-04-22	2024-05-17	12	25
OW20E242500	2024-02-19	2024-05-17	43	88
OW20E242525	2024-04-22	2024-05-17	18	25
OW20E242550	2024-02-22	2024-05-17	40	85
OW20E242625	2024-04-22	2024-05-17	9	25
OW20E242650	2024-02-20	2024-05-17	28	87
OW20E242750	2024-02-20	2024-05-17	3	87
OW20E242800	2024-04-04	2024-04-04	1	0
OW20F221500	2022-05-10	2022-06-14	6	35
OW20F221675	2022-06-13	2022-06-17	4	4
OW20F221700	2022-03-09	2022-06-17	15	100
OW20F221775	2022-05-25	2022-06-17	10	23
OW20F221825	2022-05-26	2022-06-15	10	20
OW20F221850	2022-04-25	2022-06-15	34	51
OW20F221925	2022-05-25	2022-06-15	12	21
OW20F221950	2022-04-21	2022-06-17	37	57
OW20F222025	2022-05-24	2022-06-10	4	17
OW20F222050	2022-03-24	2022-06-08	32	76
OW20F222125	2022-05-23	2022-05-23	1	0
OW20F222150	2022-03-24	2022-06-13	20	81
OW20F222250	2022-04-06	2022-06-09	11	64
OW20F222350	2022-03-21	2022-05-23	6	63
OW20F222450	2022-03-21	2022-05-23	8	63
OW20F222550	2022-03-21	2022-06-07	5	78
OW20F222650	2022-03-22	2022-03-22	1	0
OW20F222750	2022-05-11	2022-05-11	1	0
OW20F222800	2021-09-24	2022-06-07	47	256
OW20F231000	2023-06-15	2023-06-15	1	0
OW20F231200	2022-08-30	2023-06-16	9	290
OW20F231300	2022-08-22	2023-05-23	7	274
OW20F231400	2022-09-06	2023-05-31	7	267
OW20F231500	2022-08-26	2023-06-05	28	283
OW20F231600	2022-06-20	2023-05-12	20	326
OW20F231675	2023-05-24	2023-05-24	1	0
OW20F231700	2022-06-23	2023-06-15	64	357
OW20F231850	2023-03-20	2023-06-05	35	77
OW20F231900	2022-06-28	2023-06-16	113	353
OW20F231925	2023-05-31	2023-06-05	4	5
OW20F231950	2023-03-20	2023-06-14	42	86
OW20F232025	2023-05-22	2023-06-16	19	25
OW20F232050	2023-03-30	2023-06-16	38	78
OW20F232125	2023-05-22	2023-06-16	14	25
OW20F232150	2023-04-21	2023-06-16	18	56
OW20F241800	2023-06-19	2024-03-14	22	269
OW20F241900	2023-07-18	2024-06-20	14	338
OW20F242000	2023-06-27	2024-06-20	47	359
OW20F242100	2023-07-04	2024-06-17	47	349
OW20F242200	2023-06-19	2024-06-17	61	364
OW20F242300	2023-07-12	2024-06-20	60	344
OW20F242375	2024-06-07	2024-06-14	4	7
OW20F242400	2023-06-19	2024-06-20	107	367
OW20F242475	2024-05-29	2024-06-20	15	22
OW20F242500	2023-06-19	2024-06-20	177	367
OW20F242575	2024-05-20	2024-06-20	16	31
OW20F242600	2023-11-16	2024-06-20	86	217
OW20F242675	2024-05-20	2024-06-07	11	18
OW20F242700	2023-12-07	2024-06-19	107	195
OW20F242775	2024-05-21	2024-06-07	4	17
OW20F242825	2024-05-21	2024-05-21	1	0
OW20F242850	2024-04-23	2024-05-29	10	36
OW20G221350	2022-05-10	2022-06-22	8	43
OW20G221400	2022-05-31	2022-06-03	3	3
OW20G221475	2022-07-07	2022-07-11	3	4
OW20G221500	2022-05-06	2022-07-11	3	66
OW20G221575	2022-07-06	2022-07-15	4	9
OW20G221600	2022-06-08	2022-07-15	6	37
OW20G221675	2022-06-20	2022-07-15	12	25
OW20G221700	2022-06-13	2022-07-12	21	29
OW20G221775	2022-06-20	2022-07-12	16	22
OW20G221825	2022-06-20	2022-07-11	10	21
OW20G221850	2022-05-10	2022-07-12	28	63
OW20G221950	2022-04-19	2022-06-28	25	70
OW20G222050	2022-05-02	2022-07-06	16	65
OW20G222150	2022-05-17	2022-05-17	1	0
OW20G222250	2022-04-20	2022-06-17	6	58
OW20G222300	2022-04-20	2022-05-12	3	22
OW20G222350	2022-04-20	2022-06-10	2	51
OW20G231700	2023-05-25	2023-06-27	2	33
OW20G231850	2023-05-31	2023-06-05	2	5
OW20G231925	2023-07-03	2023-07-03	1	0
OW20G231950	2023-05-05	2023-07-06	9	62
OW20G232025	2023-06-20	2023-07-18	10	28
OW20G232050	2023-05-05	2023-07-21	28	77
OW20G232125	2023-06-23	2023-07-21	20	28
OW20G232150	2023-05-12	2023-07-21	42	70
OW20G232225	2023-06-19	2023-07-20	4	31
OW20G232250	2023-06-16	2023-07-11	6	25
OW20G242100	2024-06-20	2024-06-20	1	0
OW20G242400	2024-04-30	2024-06-20	10	51
OW20G242500	2024-05-02	2024-06-20	22	49
OW20G242600	2024-04-29	2024-06-20	22	52
OW20G242700	2024-04-22	2024-06-17	17	56
OW20G242850	2024-04-23	2024-06-18	4	56
OW20H221450	2022-07-06	2022-07-06	1	0
OW20H221550	2022-06-08	2022-06-21	4	13
OW20H221625	2022-07-18	2022-08-10	5	23
OW20H221650	2022-05-23	2022-08-19	26	88
OW20H221675	2022-07-18	2022-08-19	15	32
OW20H221725	2022-07-18	2022-08-19	22	32
OW20H221750	2022-06-13	2022-08-19	36	67
OW20H221800	2022-06-10	2022-08-18	37	69
OW20H221900	2022-06-07	2022-08-11	21	65
OW20H222000	2022-05-27	2022-07-12	10	46
OW20H222100	2022-05-23	2022-07-27	5	65
OW20H231900	2023-07-24	2023-07-24	1	0
OW20H231975	2023-08-18	2023-08-18	1	0
OW20H232000	2023-05-31	2023-08-18	7	79
OW20H232075	2023-08-07	2023-08-18	7	11
OW20H232100	2023-05-31	2023-08-17	38	78
OW20H232175	2023-07-24	2023-08-16	16	23
OW20H232200	2023-06-21	2023-08-18	38	58
OW20H232225	2023-07-24	2023-08-16	14	23
OW20H232275	2023-07-27	2023-08-14	2	18
OW20H232300	2023-05-22	2023-08-16	10	86
OW20H232400	2023-07-17	2023-07-17	1	0
OW20H242550	2024-05-23	2024-06-14	6	22
OW20H242650	2024-05-21	2024-06-19	8	29
OW20H242700	2024-05-22	2024-06-19	5	28
OW20H242750	2024-05-20	2024-06-12	5	23
OW20H242800	2024-05-20	2024-06-06	5	17
OW20I221350	2022-07-08	2022-07-25	4	17
OW20I221400	2022-05-12	2022-09-14	11	125
OW20I221425	2022-09-07	2022-09-09	3	2
OW20I221450	2022-07-01	2022-09-12	11	73
OW20I221525	2022-08-31	2022-09-16	13	16
OW20I221550	2022-06-30	2022-09-16	18	78
OW20I221575	2022-08-22	2022-09-16	16	25
OW20I221625	2022-08-22	2022-09-16	18	25
OW20I221650	2022-07-18	2022-09-16	19	60
OW20I221725	2022-08-22	2022-09-14	14	23
OW20I221750	2022-06-23	2022-09-16	38	85
OW20I221800	2021-11-29	2022-09-16	86	291
OW20I221825	2022-08-22	2022-08-26	4	4
OW20I221900	2021-11-30	2022-09-09	78	283
OW20I221950	2022-06-20	2022-09-01	22	73
OW20I222000	2021-10-07	2022-09-09	86	337
OW20I222100	2021-10-07	2022-09-08	68	336
OW20I222200	2022-01-24	2022-09-07	42	226
OW20I222300	2021-10-01	2022-07-22	55	294
OW20I222400	2021-09-29	2022-06-23	56	267
OW20I222500	2021-09-21	2022-09-09	60	353
OW20I222600	2021-09-20	2022-07-28	44	311
OW20I222700	2021-09-20	2022-09-07	53	352
OW20I231000	2023-06-16	2023-09-14	7	90
OW20I231800	2022-09-20	2023-08-21	31	335
OW20I231875	2023-09-06	2023-09-14	4	8
OW20I231900	2022-09-19	2023-09-15	76	361
OW20I231975	2023-08-22	2023-09-15	13	24
OW20I232000	2022-11-14	2023-09-15	89	305
OW20I232050	2023-07-05	2023-09-15	31	72
OW20I232075	2023-08-21	2023-09-12	16	22
OW20I232100	2022-11-15	2023-09-15	111	304
OW20I232200	2023-01-27	2023-09-15	105	231
OW20I232300	2023-01-11	2023-09-12	98	244
OW20I232400	2023-05-24	2023-09-05	11	104
OW20I232500	2023-09-01	2023-09-01	1	0
OW20I241500	2023-11-13	2024-06-20	16	220
OW20I241600	2023-11-14	2023-11-15	2	1
OW20I241900	2023-09-19	2024-06-20	3	275
OW20I242400	2023-09-18	2024-06-20	49	276
OW20I242800	2024-03-06	2024-06-18	25	104
OW20I242900	2024-04-09	2024-06-14	14	66
OW20J221275	2022-10-13	2022-10-17	3	4
OW20J221300	2022-09-08	2022-10-14	5	36
OW20J221375	2022-09-30	2022-10-21	12	21
OW20J221400	2022-07-21	2022-10-21	24	92
OW20J221475	2022-09-22	2022-10-21	16	29
OW20J221500	2022-07-20	2022-10-21	29	93
OW20J221575	2022-09-23	2022-10-20	13	27
OW20J221600	2022-08-29	2022-10-19	33	51
OW20J221675	2022-09-20	2022-10-03	7	13
OW20J221700	2022-07-19	2022-10-18	28	91
OW20J221850	2022-07-21	2022-09-28	14	69
OW20J221950	2022-07-22	2022-09-16	5	56
OW20J222050	2022-08-04	2022-08-04	1	0
OW20J222100	2022-08-29	2022-08-29	1	0
OW20J231800	2023-09-06	2023-10-19	17	43
OW20J231825	2023-10-03	2023-10-10	2	7
OW20J231850	2023-09-28	2023-10-17	12	19
OW20J231925	2023-09-19	2023-10-16	20	27
OW20J231950	2023-09-07	2023-10-20	28	43
OW20J231975	2023-09-18	2023-10-20	25	32
OW20J232025	2023-09-18	2023-10-20	24	32
OW20J232050	2023-08-22	2023-10-20	37	59
OW20J232125	2023-09-18	2023-10-20	7	32
OW20J232150	2023-07-25	2023-10-20	35	87
OW20J232225	2023-10-17	2023-10-17	1	0
OW20J232250	2023-07-25	2023-10-19	12	86
OW20J232350	2023-07-24	2023-09-19	5	57
OW20J232450	2023-07-28	2023-07-28	1	0
OW20J232500	2023-08-07	2023-08-08	2	1
OW20K221000	2022-10-26	2022-10-26	1	0
OW20K221300	2022-10-25	2022-10-26	2	1
OW20K221400	2022-09-29	2022-11-02	7	34
OW20K221475	2022-10-24	2022-11-14	7	21
OW20K221500	2022-09-29	2022-11-14	26	46
OW20K221575	2022-10-24	2022-11-18	16	25
OW20K221600	2022-09-01	2022-11-18	42	78
OW20K221675	2022-11-02	2022-11-18	10	16
OW20K221700	2022-08-22	2022-11-18	30	88
OW20K221775	2022-11-14	2022-11-18	5	4
OW20K221825	2022-11-15	2022-11-15	1	0
OW20K221850	2022-08-23	2022-11-16	9	85
OW20K221950	2022-08-22	2022-09-28	4	37
OW20K231600	2023-09-18	2023-09-18	1	0
OW20K231650	2023-09-18	2023-11-02	2	45
OW20K231700	2023-09-18	2023-09-18	1	0
OW20K231850	2023-09-18	2023-09-18	1	0
OW20K231950	2023-09-14	2023-11-16	24	63
OW20K232025	2023-10-23	2023-10-26	3	3
OW20K232050	2023-09-12	2023-11-17	21	66
OW20K232125	2023-10-23	2023-11-17	17	25
OW20K232150	2023-08-22	2023-11-17	40	87
OW20K232225	2023-10-24	2023-11-17	17	24
OW20K232250	2023-08-28	2023-11-17	30	81
OW20K232325	2023-10-26	2023-11-17	4	22
OW20K232350	2023-10-18	2023-11-02	3	15
OW20L212350	2021-09-20	2021-12-17	42	88
OW20L221400	2022-07-01	2022-11-30	28	152
OW20L221500	2022-03-14	2022-12-15	56	276
OW20L221575	2022-11-21	2022-11-21	1	0
OW20L221600	2022-06-01	2022-12-15	62	197
OW20L221675	2022-11-21	2022-11-21	1	0
OW20L221700	2022-02-24	2022-12-16	96	295
OW20L221750	2022-09-20	2022-12-16	40	87
OW20L221775	2022-11-21	2022-12-16	18	25
OW20L221825	2022-11-21	2022-12-16	18	25
OW20L221850	2022-09-22	2022-12-16	30	85
OW20L221925	2022-11-25	2022-12-16	3	21
OW20L221950	2022-10-03	2022-12-02	7	60
OW20L222050	2022-11-14	2022-11-14	1	0
OW20L222700	2022-01-11	2022-12-13	27	336
OW20L222800	2022-01-13	2022-10-28	43	288
OW20L231300	2023-08-30	2023-10-04	3	35
OW20L231600	2023-01-09	2023-11-13	5	308
OW20L231700	2022-12-20	2023-12-05	9	350
OW20L231850	2023-11-07	2023-11-07	1	0
OW20L231950	2023-09-18	2023-12-15	22	88
OW20L232050	2023-09-18	2023-11-20	17	63
OW20L232150	2023-09-20	2023-12-07	34	78
OW20L232225	2023-11-20	2023-12-14	16	24
OW20L232250	2023-09-20	2023-12-15	50	86
OW20L232275	2023-11-24	2023-12-14	13	20
OW20L232300	2023-01-11	2023-12-15	162	338
OW20L232325	2023-11-20	2023-12-15	20	25
OW20L232350	2023-10-16	2023-12-15	32	60
OW20L232425	2023-12-05	2023-12-05	1	0
OW20L232450	2023-10-13	2023-12-15	11	63
OW20L241900	2024-01-17	2024-04-22	2	96
OW20L242000	2023-12-18	2024-05-28	14	162
OW20L242200	2024-01-05	2024-03-12	8	67
OW20L242300	2023-12-19	2024-03-18	11	90
OW20L242400	2023-12-19	2024-06-18	25	182
OW20L242500	2023-12-18	2024-06-17	30	182
OW20L242600	2023-12-19	2024-06-20	42	184
OW20L242700	2023-12-18	2024-06-20	76	185
OW20M221850	2021-11-29	2021-12-29	8	30
OW20M221900	2021-11-26	2022-01-21	5	56
OW20M221950	2021-11-25	2022-01-21	13	57
OW20M222050	2021-10-19	2022-01-17	35	90
OW20M222125	2021-12-20	2022-01-13	8	24
OW20M222150	2021-10-25	2022-01-21	40	88
OW20M222225	2021-12-20	2022-01-21	13	32
OW20M222250	2021-10-19	2022-01-21	30	94
OW20M222325	2022-01-03	2022-01-21	11	18
OW20M222350	2021-11-08	2022-01-21	15	74
OW20M222425	2021-12-22	2022-01-18	5	27
OW20M222450	2022-01-14	2022-01-14	1	0
OW20M222525	2022-01-07	2022-01-10	2	3
OW20M222650	2021-10-18	2022-01-20	8	94
OW20M222800	2021-12-29	2021-12-30	2	1
OW20M231000	2022-10-24	2023-01-03	4	71
OW20M231050	2022-10-31	2022-10-31	1	0
OW20M231100	2022-10-24	2023-01-03	5	71
OW20M231200	2022-10-24	2023-01-04	6	72
OW20M231300	2022-10-26	2023-01-09	16	75
OW20M231400	2022-11-02	2023-01-12	27	71
OW20M231500	2022-11-10	2023-01-16	28	67
OW20M231575	2022-12-19	2023-01-18	7	30
OW20M231600	2022-11-09	2023-01-19	28	71
OW20M231675	2022-12-19	2023-01-20	15	32
OW20M231700	2022-11-14	2023-01-20	30	67
OW20M231775	2022-12-21	2023-01-19	14	29
OW20M231825	2023-01-03	2023-01-19	10	16
OW20M231850	2022-11-15	2023-01-20	16	66
OW20M231925	2023-01-04	2023-01-20	11	16
OW20M231950	2023-01-04	2023-01-20	11	16
OW20M232000	2023-01-09	2023-01-19	8	10
OW20M232025	2023-01-11	2023-01-12	2	1
OW20M232150	2022-12-23	2023-01-10	4	18
OW20M241800	2023-10-31	2023-12-07	4	37
OW20M241900	2023-10-26	2024-01-10	10	76
OW20M241950	2023-10-26	2024-01-11	12	77
OW20M242000	2023-10-25	2024-01-18	29	85
OW20M242075	2023-12-20	2024-01-04	2	15
OW20M242100	2023-11-08	2024-01-19	38	72
OW20M242175	2023-12-19	2024-01-19	19	31
OW20M242200	2023-11-08	2024-01-19	40	72
OW20M242275	2023-12-18	2024-01-18	20	31
OW20M242300	2023-11-29	2024-01-19	29	51
OW20M242375	2023-12-28	2024-01-11	6	14
OW20M242400	2023-12-08	2024-01-10	14	33
OW20M242450	2023-12-15	2024-01-04	5	20
OW20M242475	2023-12-27	2024-01-09	2	13
OW20M242500	2023-12-27	2024-01-05	2	9
OW20M242600	2023-12-15	2023-12-18	2	3
OW20M242700	2023-12-12	2023-12-12	1	0
OW20N221750	2022-01-10	2022-01-28	7	18
OW20N221800	2021-11-30	2022-02-11	6	73
OW20N221875	2022-01-24	2022-01-24	1	0
OW20N221900	2021-11-26	2022-02-18	29	84
OW20N221975	2022-01-24	2022-02-18	12	25
OW20N222000	2021-11-22	2022-02-18	34	88
OW20N222025	2022-01-24	2022-02-14	13	21
OW20N222075	2022-01-24	2022-02-15	12	22
OW20N222100	2021-11-22	2022-02-18	42	88
OW20N222175	2022-01-24	2022-02-18	19	25
OW20N222200	2021-12-03	2022-02-18	37	77
OW20N222275	2022-01-25	2022-02-17	9	23
OW20N222300	2021-12-17	2022-02-18	27	63
OW20N222400	2021-11-24	2022-02-14	23	82
OW20N222500	2021-11-23	2022-02-07	11	76
OW20N231350	2022-11-21	2023-01-25	3	65
OW20N231450	2022-11-21	2023-02-03	18	74
OW20N231500	2022-11-25	2023-02-09	26	76
OW20N231550	2022-11-28	2023-02-08	18	72
OW20N231650	2022-12-12	2023-02-10	19	60
OW20N231725	2023-01-30	2023-02-17	6	18
OW20N231750	2022-12-13	2023-02-17	33	66
OW20N231800	2023-01-03	2023-02-17	32	45
OW20N231850	2022-12-23	2023-02-17	34	56
OW20N231875	2023-01-23	2023-02-17	20	25
OW20N231900	2023-01-04	2023-02-17	31	44
OW20N231925	2023-01-23	2023-02-16	12	24
OW20N231975	2023-01-25	2023-02-17	7	23
OW20N232000	2023-01-04	2023-02-16	20	43
OW20N241850	2023-12-04	2023-12-04	1	0
OW20N241950	2023-11-21	2024-01-31	3	71
OW20N242025	2024-01-22	2024-02-07	7	16
OW20N242050	2023-11-21	2024-02-15	33	86
OW20N242075	2024-01-22	2024-02-13	10	22
OW20N242100	2023-11-21	2024-02-16	37	87
OW20N242125	2024-01-22	2024-02-01	7	10
OW20N242150	2023-12-01	2024-02-15	28	76
OW20N242225	2024-01-31	2024-02-14	11	14
OW20N242250	2023-12-20	2024-02-15	30	57
OW20N242325	2024-02-01	2024-02-16	12	15
OW20N242350	2023-12-19	2024-02-16	19	59
OW20N242425	2024-02-02	2024-02-16	6	14
OW20N242450	2024-02-01	2024-02-13	4	12
OW20O221450	2022-03-01	2022-03-07	3	6
OW20O221525	2022-03-02	2022-03-09	2	7
OW20O221550	2022-02-24	2022-03-11	5	15
OW20O221625	2022-03-09	2022-03-09	1	0
OW20O221650	2022-01-11	2022-03-11	9	59
OW20O221725	2022-02-28	2022-03-11	3	11
OW20O221800	2021-03-22	2022-03-17	86	360
OW20O221875	2022-02-23	2022-03-14	8	19
OW20O221900	2021-03-24	2022-03-18	87	359
OW20O221975	2022-02-23	2022-03-18	8	23
OW20O222000	2021-05-25	2022-03-18	115	297
OW20O222075	2022-02-21	2022-03-18	9	25
OW20O222100	2021-04-27	2022-03-18	104	325
OW20O222175	2022-02-21	2022-03-18	3	25
OW20O222200	2021-06-15	2022-03-18	107	276
OW20O222250	2021-12-29	2022-03-08	26	69
OW20O222300	2021-06-24	2022-03-18	84	267
OW20O222400	2021-05-28	2022-03-17	34	293
OW20O222500	2021-05-27	2022-03-17	21	294
OW20O222600	2021-05-28	2022-03-15	19	291
OW20O222700	2021-10-11	2022-03-15	11	155
OW20O231350	2023-01-20	2023-01-20	1	0
OW20O231450	2022-12-19	2023-03-03	7	74
OW20O231550	2022-12-20	2023-03-14	13	84
OW20O231600	2022-04-25	2023-03-16	81	325
OW20O231625	2023-03-02	2023-03-16	3	14
OW20O231650	2022-12-19	2023-03-17	34	88
OW20O231725	2023-02-22	2023-03-17	15	23
OW20O231750	2022-12-19	2023-03-17	52	88
OW20O231775	2023-02-20	2023-03-17	19	25
OW20O231800	2022-11-25	2023-03-17	63	112
OW20O231875	2023-02-21	2023-03-15	14	22
OW20O231900	2022-03-23	2023-03-17	50	359
OW20O232000	2022-07-08	2023-03-17	38	252
OW20O232100	2022-09-16	2022-09-16	1	0
OW20O232200	2022-03-24	2023-03-17	12	358
OW20O232300	2022-03-24	2023-03-17	13	358
OW20O232400	2022-03-22	2022-12-19	8	272
OW20O232500	2022-03-22	2022-12-19	11	272
OW20O241300	2023-03-20	2024-02-26	56	343
OW20O241325	2024-03-06	2024-03-06	1	0
OW20O241375	2024-03-04	2024-03-04	1	0
OW20O241400	2023-04-17	2024-03-06	62	324
OW20O241500	2023-04-12	2024-03-13	57	336
OW20O241600	2023-04-19	2024-03-05	52	321
OW20O241700	2023-03-20	2024-03-07	47	353
OW20O241850	2024-01-05	2024-02-26	5	52
OW20O241950	2023-12-18	2024-03-15	14	88
OW20O242050	2023-12-18	2024-03-15	34	88
OW20O242125	2024-02-19	2024-02-28	2	9
OW20O242150	2023-12-20	2024-02-16	13	58
OW20O242225	2024-02-20	2024-03-08	2	17
OW20O242250	2023-12-19	2024-03-15	36	87
OW20O242325	2024-02-20	2024-03-15	15	24
OW20O242350	2023-12-18	2024-03-15	38	88
OW20O242375	2024-02-19	2024-03-15	20	25
OW20O242425	2024-02-21	2024-03-15	18	23
OW20O242450	2024-02-08	2024-03-15	21	36
OW20O242550	2024-02-14	2024-02-26	4	12
OW20O252900	2024-05-16	2024-05-16	1	0
OW20P221450	2022-03-02	2022-03-08	4	6
OW20P221500	2022-03-01	2022-03-30	11	29
OW20P221550	2022-03-02	2022-03-18	4	16
OW20P221650	2022-03-01	2022-03-30	14	29
OW20P221750	2022-02-21	2022-03-29	13	36
OW20P221800	2022-02-21	2022-04-13	32	51
OW20P221850	2022-01-24	2022-04-14	26	80
OW20P221875	2022-03-21	2022-04-07	5	17
OW20P221925	2022-03-21	2022-04-12	9	22
OW20P221975	2022-03-21	2022-04-13	10	23
OW20P222000	2022-01-24	2022-04-14	42	80
OW20P222100	2022-01-24	2022-04-14	28	80
OW20P222175	2022-03-23	2022-04-11	7	19
OW20P222300	2022-01-26	2022-04-12	10	76
OW20P222500	2022-02-02	2022-03-15	2	41
OW20P231350	2023-03-17	2023-03-20	2	3
OW20P231425	2023-03-20	2023-03-20	1	0
OW20P231450	2023-03-14	2023-04-21	5	38
OW20P231525	2023-03-21	2023-04-18	4	28
OW20P231550	2023-01-31	2023-04-18	23	77
OW20P231625	2023-03-20	2023-04-21	20	32
OW20P231650	2023-01-23	2023-04-18	47	85
OW20P231725	2023-03-20	2023-04-20	18	31
OW20P231750	2023-01-23	2023-04-21	42	88
OW20P231800	2023-01-30	2023-04-21	43	81
OW20P231875	2023-04-13	2023-04-21	7	8
OW20P231900	2023-02-09	2023-04-21	14	71
OW20P231975	2023-04-20	2023-04-20	1	0
OW20P232000	2023-01-26	2023-04-03	3	67
OW20P241825	2024-03-19	2024-03-19	1	0
OW20P241850	2024-01-22	2024-04-10	14	79
OW20P241925	2024-03-19	2024-03-19	1	0
OW20P241950	2024-01-22	2024-04-11	13	80
OW20P241975	2024-04-05	2024-04-05	1	0
OW20P242025	2024-04-02	2024-04-02	1	0
OW20P242050	2024-01-22	2024-04-16	26	85
OW20P242125	2024-03-19	2024-04-12	7	24
OW20P242150	2024-02-01	2024-04-18	29	77
OW20P242225	2024-03-19	2024-04-19	6	31
OW20P242250	2024-01-31	2024-04-19	44	79
OW20P242325	2024-03-18	2024-04-19	17	32
OW20P242350	2024-02-22	2024-04-19	34	57
OW20P242425	2024-03-22	2024-04-19	17	28
OW20P242450	2024-02-23	2024-04-19	22	56
OW20P242475	2024-03-28	2024-04-19	14	22
OW20P242500	2024-02-27	2024-04-19	20	52
OW20P242525	2024-04-09	2024-04-17	6	8
OW20P242550	2024-04-04	2024-04-19	9	15
OW20Q221450	2022-02-25	2022-05-10	13	74
OW20Q221525	2022-05-05	2022-05-12	4	7
OW20Q221550	2022-03-01	2022-05-12	14	72
OW20Q221600	2022-03-01	2022-05-20	20	80
OW20Q221625	2022-04-29	2022-05-16	8	17
OW20Q221650	2022-03-22	2022-05-19	23	58
OW20Q221725	2022-04-25	2022-05-20	13	25
OW20Q221750	2022-02-21	2022-05-20	24	88
OW20Q221800	2022-02-21	2022-05-20	36	88
OW20Q221875	2022-04-19	2022-05-11	6	22
OW20Q221900	2022-03-10	2022-05-20	38	71
OW20Q221975	2022-04-19	2022-04-19	1	0
OW20Q222075	2022-04-19	2022-04-25	2	6
OW20Q222100	2022-03-18	2022-05-20	29	63
OW20Q222200	2022-03-02	2022-05-11	14	70
OW20Q222300	2022-04-07	2022-04-08	2	1
OW20Q222400	2022-02-21	2022-03-18	5	25
OW20Q222500	2022-03-11	2022-03-11	1	0
OW20Q231350	2023-03-17	2023-04-27	2	41
OW20Q231450	2023-02-24	2023-05-08	11	73
OW20Q231550	2023-02-21	2023-05-11	18	79
OW20Q231650	2023-02-20	2023-05-19	26	88
OW20Q231725	2023-04-24	2023-04-24	1	0
OW20Q231750	2023-03-07	2023-05-19	28	73
OW20Q231800	2023-03-01	2023-05-19	30	79
OW20Q231875	2023-04-24	2023-05-19	18	25
OW20Q231900	2023-04-14	2023-05-19	24	35
OW20Q231975	2023-04-26	2023-05-19	14	23
OW20Q232000	2023-04-13	2023-05-19	12	36
OW20Q232100	2023-04-14	2023-05-15	7	31
OW20Q232250	2023-04-03	2023-04-04	2	1
OW20Q241950	2024-03-26	2024-04-30	5	35
OW20Q242050	2024-02-19	2024-05-06	16	77
OW20Q242150	2024-02-19	2024-05-16	26	87
